,Title,Blogger,Post URL,Post,Image num,Paragraph num,Comment num,Video num,weekly viewer mean,Sympathy num,AD,Posting Date
523,"[베로 꾸오이오 가죽공예] 캔버스 가방, 볼링백 패턴",VERO CUOIO,https://blog.naver.com/verocuoio?Redirect=Log&logNo=222401136788,"​안녕하세요 베로 꾸오이오 가죽공방입니다.​오늘은 볼링백 패턴을 기반으로 만든 #캔버스가방 을 소개합니다.​가볍고 만들기 어렵지 않은 그런 가방이니 초보자분들도 도전해보세요 ;)​​​조직감이 있는 캔버스 원단으로 제작한 가방입니다.​이제 막 가죽공예를 시작한 분으로,​전체 가죽보다는 캔버스처럼 가벼운 소재와 콜라보로 제작을 원하는 수강생분인데요.​첫 작품치곤 꽤나 훌륭한 퀄리티로 제작하셔서​본인도 놀라고 저도 칭찬을 아끼지 않았던 가방입니다 ㅎ​​​볼링백 패턴을 기반으로 한 가방이라고 말씀드렸죠.​기본적으로 뒤집기 가방의 경우 파이핑을 넣는게 대부분이지만,​이번 가방의 경우 파이핑을 제외하고 제작을 하셨는데요.​​​※ 파이핑의 역할?​단순히 디자인적인 뿐 아니라 파이핑이 들어가게 되면 볼륨감도 더욱 살게됩니다.​또한 재봉을 끝내고 뒤집었을때 형태적으로 더욱 완성도가 높게 나옵니다.​한마디로 재봉에 자신이 없을때는 파이핑을 넣는게 오히려 더 낫다는 이야기에요!​​그러나 자신감이 있다면 이번 제작된 가방처럼 파이핑을 제외하고 재봉을 하셔도 좋습니다 ;)​​​일본산 지퍼 사용​​​세미 베지터블 가죽을 사용하셨습니다.​공방에 있는 가죽을 소분해서 구매하셨는데요.​원피가 미국산이다보니 가죽의 질감이나 느낌이 꽤나 빈티지합니다.​​가격대도 굉장히 좋은 편이라서 제가 이 가죽을 찾았을때 기분이 매우 좋았던 기억이 있네요 ㅎ​​​전체 기계 재봉으로 제작을 하셨습니다.​연습할 시간은 늘 충분히 드리니까 걱정 노노 ㅎ​​​​사이즈는 그리 크지 않지만 폭을 넓게 잡아 실용적으로 사용하실 수 있게 제작하셨네요.​첫 작업인데도 패턴 수업은 물론 기계 재봉까지 잘 따라와주셨어요!​훌륭한 작품 구경시켜주셔서 감사합니다 :)☞ 6월 수강 접수 안내 https://blog.naver.com/verocuoio/222383029419- VERO CUOIO -​",10,174,0,0,156.0,5,,2021. 6. 17. 13:54
524,가죽공예 일일체험 핸드메이드 잠실 가죽공방 언블런 카드지갑... ,언블런 핸드메이드 잠실 가죽공방,https://blog.naver.com/ful0907?Redirect=Log&logNo=222192493549,"안녕하세요 ​일본에서 패션디자인과 가죽공예를 공부하고 지금은 잠실에서 가죽공예 교육을 하고 있는 언블런 입니다 ​​일본식 정통 가죽공예 를 교육합니다 ​일본에서 배우고온 기법을 토대로​체계적으로 교육 합니다​​​손바느질로 만들어지는핸드메이드 가죽 지갑​​​.카드지갑 만들기 원데이 클래스!!​이니셜 각인도 가능!!​​​​커플 가죽공예 원데이 클래스​잠실새내 데이트코스로도 추천!!​​수각생분이 직접 디자인주신 카드지갑​스티치로 파도를 연상 시켰어요​​.넉넉한 카드 수납공간과지폐와 동전을 넣는 공간까지​​​​새해니까 가죽 다이어리!​속지도 함께 제공 ​​애플워치 시계 스트랩 ​최고급 이테리 소가죽으로 만드는  시계줄​커플 가죽공예 일일체험 으로 추천!!​수고하셨습니다 가죽 다이어리 할인 이벤트 중​문의잠실 가죽공방 언블런 ​010-57610907 잠실동205-22 1층 ​연중 무휴!​언블런 가죽공방 창업반  모집중 ​가죽공방 창업 취업 도와드리고 있습니다 ​잠실 가죽공방 언블런 에서​일본식 정통 가죽공예 ​제대로 재미있게 배워봅시다 #가죽공예 #가죽공방#잠실가죽공방 #가죽공예일일체험#가죽공예원데이클래스 | 객지
바버
",33,99,0,0,616.2,9,text_ad,2021. 1. 1. 14:08
525,[가죽공예 원데이클래스] 강아지 목걸이와 목줄 만들기,엉뚱발랄하게 그리고...,https://blog.naver.com/craft_net?Redirect=Log&logNo=222406496152,"다른 강아지 친구들 꺼 만들어주느라소홀했던 꾸팀장을 위해가죽 공예 원데이 클래스로 준비했었던손 가는 대로 만들어 보는 강아지 목걸이와 목줄 만들기.​오래도 썼구나..거의 8년을 사용한 꾸찌의 목걸이와 목줄..바꿔준다 준다 하다가..이제서야 손 가는 대로 뚝딱!​'강아지 목걸이와 목줄 만들기' 원데이 클래스는가죽 생지와 가죽 버닝(레더 버닝?) 조합으로 진행하기도 합니다...^^  ​흠~ 생각해보니... 가죽 버닝? 레더 버닝?우드 버닝이라고 부르는 걸 보면 레더 버닝이라고 해야 할 듯도 하고...암래도 가죽 + 버닝이라는 단어 조합은... 흠... ​가죽 카빙은 아무래도 각 잡고 준비해야는 거라..물론, 가죽 버닝도 각 잡고 작업을 해야할 때도 있지만..^^a카빙보단 좀 더 낙서 같은 가벼운 느낌으로..그냥 맘 가는 대로 갈려 그려볼 수 있는 가죽 버닝(레더 버닝)의 느낌도 좋아합니다.    ​덤으로 포인트로는 실을 사용합니다. 이번엔 빨간 실이 포인트!​또 만들어 줄 테니.. 만든 목걸이와 목줄이 망가지도록 열심히 산책하고 운동하자꾸나!​​​​ 
 
 
",7,120,0,0,84.2,4,,2021. 6. 22. 17:29
526,[ 가죽공예/ 오뜨 가죽공방 수강생작품 ] 푸에블로 노랑... ,ooitw (오뜨) 가죽공방,https://blog.naver.com/inkyung78?Redirect=Log&logNo=222191599607,"​​​ooitw (오뜨) 가죽공방 _ 수강생작품​​​​서류가방 만들기​정규반 수강생분이 만든 서류가방입니다.푸에블로 옐로우색상을 사용하여 깔끔한 서류가방을 완성하셨습니다.​처음에는 남자분이 쓰실꺼라 사이즈를 더 크게 만들었는데재단을 하려보니 생각보다 가죽이 많이 남아 있지 않아전면 수정 그래도 a4 용지는 들어가는 디자인으로패턴 수정후 제작한 서류가방입니다.​​​심플한 서류가방입니다.노트북이나 패드를 넣고 다녀도 좋은 사이즈입니다.​​​스위스 부자재 아미에이트 장식을 사용하여 작업하셨습니다​남자 수강생분이지만 튀는 컬러를 좋아하시더라구요 :)제가 넘나 좋아하는 옐로우 ~♡그래서 더 예뻐보이나 봅니다 ㅎㅎ​​엄청 깔끔하지요 처음부터 이렇게 잘하시진 않으셨는데 소품 마지막작품부터변화가 보이더니 가방도 이렇게 깔끔하게 완성하셨네요 :)​​​서류와 간단한것만 넣고 다닐꺼라 슬림하게 작업하였습니다.​​3개월정도 출장으로 인해 당분간은 못뵙지만건강한 모습으로 봄에 다시 뵙겠습니다.​다음 가방도 예쁘게 만들어 보아요 ~!​​​​​오뜨 가죽공방, 염창역 가죽공방9호선 염창역(급행) 2번출구​가죽공예수업,정규수강,원데이클래스서울 강서구 공항대로81길 15  3층 301호TEL: 010-9443-7807 카톡ID:singcat2​​호 |
",11,104,9,0,172.0,17,,2021. 1. 1. 0:10
527,만들기] 숄더백 가방 가죽공예 원데이클래스 / 비체노 가죽공방,B.cheno Leather,https://blog.naver.com/sy__p?Redirect=Log&logNo=222391511948,"​*숄더백 가죽가방 만들기 원데이클래스​가방만들기 원데이클래스로 새로 추가된 숄더백입니다.​어디에나 잘 어울릴 디자인과 색감들로 제작해 누구나 편하게 사용할 수 있는 가죽가방입니다.​자주자주 손이가고 애정이 가는 나만의 가죽가방을 직접 만들어보세요 :)​​*예약방법​-1회 원데이클래스 + 홈키트2.5시간의 원데이클래스 수강 후 남은 부분은 집에서 마무리할 수 있도록 diy 키트로 준비해드립니다.​-2회 원데이클래스 홈키트 수강을 원치 않으시면 공방 수강으로 2회에 걸쳐 수강하실 수 있습니다.​! 예약 이후 예약방법 변경이 어려우니 예약시 신중히 선택해주세요 !​가죽가방 만들기 클래스는 가죽공예를 배워보면서 나만의 가방을 만들게 됩니다. 숄더백 원데이클래스는 1회에 완성하기가 어렵기 때문에 2가지 방법으로 수강을 진행하고 있습니다.​​​블랙 / 브라운 / 그레이 3가지 컬러로 준비했습니다.​모두 데일리로 사용할 수 있는 차분한 컬러입니다.​버클로 어깨끈을 조절할 수 있어 도트백 / 숄더백 2가지로 변경할 수 있습니다.​가죽가방만들기 원데이클래스에서는 모두 이태리 베지터블 소가죽과 국내부자재를 사용해서 제작하고 있습니다.​​내부는 자석을 달아 닫을 수 있게 제작됩니다.​가방만들기 원데이클래스에서는 가죽공예의 기본적인 기술들을 체험해보면서 만들게 됩니다.​원데이클래스 특성상 완제품의 완성도와 난이도 조절을 위해 일부분 밑작업이 준비되어 있습니다.​공방에서는 가죽공예 바느질인 새들스티치와 스티치를 위한 구멍을 뚫는 작업인 그리프 작업을 중심으로 제작이 진행됩니다.​가죽공예만의 바늘 끼우는 방법과 토코놀을 이용한 자연스러운 마감법을 체험해보실 수 있습니다.​​​가죽 스트랩에는 이니셜을 각인해드리고 있습니다.​고딕체 / 필기체 2가지 폰트와 6가지 컬러 중 선택할 수 있습니다. 폰트나 컬러는 공방에서 수강 당일 샘플들을 직접 보고 고르실 수 있어요 :)​이니셜은 영문과 숫자 그리고 기본특문만 가능하며 한글은 각인이 불가합니다.​수강시 미리 각인하고싶은 이니셜을 생각해오시면 더 원활한 수강이 가능합니다!​​비체노 가죽공방은 이태원역에서 도보 5분거리에 위치하고 있습니다. ​가죽공방에서 한땀한땀 바느질해 소중한 사람을 위한, 나를 위한 하나뿐인 가죽가방을 만들어보세요!​감사합니다.​비체노 가죽공방 가죽가방만들기 숄더백 원데이클래스​*예약방법수강방법 / 날짜 / 인원 / 가방컬러를 선택해 예약해주세요!​-수강방법 1회 공방수강 + 홈키트 or 2회 공방수강​(1회 수강당 2-2.5시간정도 소요되며 홈키트는 제작에 필요한 모든 준비물을 준비해드립니다)​​​",16,248,2,0,100.2,11,,2021. 6. 9. 20:08
528,[ 가죽공예/ 오뜨 가죽공방 수강생작품 ] 드로스트링 버킷백... ,ooitw (오뜨) 가죽공방,https://blog.naver.com/inkyung78?Redirect=Log&logNo=222174014269,"​​ooitw (오뜨) 가죽공방 _ 수강생 작품​​​​​드로스트링 버킷백​​평일반 수강생분이 작업하신 버킷백입니다.캔버스와 탄색가죽을 믹스하여넘나 예쁜 버킷백을 완성 !!캔버스와 조합은 개인적으로 제가 좋아해서 그런지수강생분들도 많이 만들고 있어요 :)​예쁘긴하지만 손이 많이 간다는 단점이있죠 ㅎㅎ​​​​다른 버킷백에 비해 깊이가 있어서 수납이 편리하며기존의 버킷백과는 다른디자인의 가방입니다.패턴이 조금 어렵고 특이한  디자인입니다.​​캔버스천을 사용하여 작업하셔서 바느질부분은가죽을 넣어 작업하여 디테일을 살려주었답니다.​​​T 자형태의 패턴을 사용하여 작업한 독특한 방식의 버킷백입니다.​​평소 크로스백을 좋아하는 수강생분이라서 길이조절없이본인 사이즈에 맞춰 스트랩을 제작하셨습니다절대 귀찮아서 그런거 아니라는 수강생분 ㅋㅋ​​컬러도 조합도 예쁘고 쉐입이 너무 예쁘네요 :)​​항상 바쁘셔서 가방 숙제를 못해오셨는데요번에는 요아이는 숙제도 잘해오셔서 진도를 다른때보다 빠르게 뺄수 있었어요 :)굿잡~!!​​​​​​수강생분께서 다른 수강생 작품을 보면서저는 언제쯤 저렇게 만들수 있을까요 하고 여쭤봤던게 엊그제같은데벌써 이렇게 멋진 작품을 만들게 되었네요 :)​수고하셨습니다.다음 작품도 즐겁게 만들어 보아요 ~~♡​​​​오뜨 가죽공방, 염창역 가죽공방9호선 염창역(급행) 2번출구​가죽공예수업,정규수강,원데이클래스서울 강서구 공항대로81길 15  3층 301호TEL: 010-9443-7807 카톡ID:singcat2​",14,125,0,0,172.0,8,,2020. 12. 15. 1:23
529,가죽공예키트 무료로 제공받고 두 달만에 마스터!,소담스러운 취미생활,https://blog.naver.com/bill2711?Redirect=Log&logNo=222340008090," 저 이번에가죽공예지도사 자격증 취득했어요! 두 달 동안 진짜 후회없이 열심히 했는데너무 뿌듯합니다​ 처음 시작할 때 남편한테 제가 직접 만든 가방 선물하려고 얼마나 열심히 배웠는지 몰라요 종종 가죽공예 어디서 배우고 있냐고 물어보시는 이웃님들이 계셔서오늘 질문 받았던 것에 대한답을 모아보았습니다      막연하게 가죽공예를 배워보고 싶다는생각은 오랫동안 해왔는데요막상 독학으로 하려보니가죽공예키트 종류도 어마어마하고또 비용도 만만치 않고 뭔가 딱 결정이 안되더라구요 오프라인으로는너무 비싸고 너무 기간도 오래 걸려아예 시작할 엄두도 못 냈구요이것저것 인터넷 찾아보다온라인 강의를 발견하게 됐는데결론부터 말씀드리면대대대대대만족이에요      저도 처음에는 가죽공예를 어떻게 온라인으로 배우지? 싶었는데샘플강의 받아보니확신이 생기더라구요 저처럼 완전 초보들도전혀 문제없이 가죽공예키트 속 도구 사용법부터패턴그리기, 재단, 마감 등등다 마스터할 수 있었어요 그리고 카테고리 별로가죽공예키트 재료 소개며완성품 제작까지정말 하나하나 세심하게 알려주시기 때문에영상 보며 따라하는데전혀 어렵지 않았답니다      동전지갑 같은 간단한가죽공예키트부터 해서반지갑, 손목시계, 클러치백,서류가방 등등!!정말 무수한 작품들을배우고 연습했어요 온라인 강의로 배우길 잘했다생각했던게일단 여긴 수강기간 제한이나횟수 제한이 없어요 언제든 5번이고 10번이고 돌려볼 수 있어강의의 100%를 내 것으로 만들기에아주 충분했답니다      그리고 여긴 자격증 취득 후에수익활동으로 연결을 시켜주시는데요 아예 자체적으로취업지원센터를 운영하시기 때문에완전 체계적이랍니다 이력서 자소서 첨삭은 기본이고보조강사로 실습 보내주셔서경력에 한 줄이라도 적을 수 있게도 해주시고또 현장 분위기를 몸소 느낄 수 있게 도와주시기도 하죠면접 준비, 수업 준비 이런 것도전혀 걱정하지 않으셔도 된답니다      처음에는 배우는 동안 필요한가죽공예키트 무료로 제공해주신다는 거에완전 솔깃해서 시작한 건데이제는 가죽공예키트 무료보다취업지원이 훨씬 더 감사한 부분인 듯 해요 사람 욕심이 끝이 없어서무료로 가죽공예키트 받고너무나 감사하게 반복반복 하면서 제대로 배웠는데수익활동 지원까지 해주신다니!!  ​   지금은 코로나로 강의활동에 제약이 많으니내년에 시작하려고 생각하고 있구요 혹시 여러분들도그냥 여기서 찔끔, 저기서 찔끔 이렇게 배우지 않고가죽공예에 대한 기초부터마스터까지 제대로 해보고 싶다 하시면제가 들은 강의 강추합니다! 사후관리 이 정도로 해주는 곳은아마 그 어디에도 없을 거에요 ​    무료로 받은 가죽공예키트저 요즘도 쓰고 있는 게 있어요물론 소모품이라 영원하지 않지만그래도 정말 넉넉히 주신답니다 수강료 부담, 재료비 부담도 오프라인보다 반으로 줄이고완벽 마스터하고수익활동 지원까지진짜 제가 입에 침이 마르게여러분께 추천드리는 이유가 충분하겠죠?      한 번 샘플강의 받아보고 싶다 하시는 분들은아래 남겨드린 링크로 들어가셔서신청하셔서 받아보세요 그럼 전 강사로 활동 후후기 2탄으로 찾아뵙겠습니다   무료 샘플강의와 자료 보러가기 >>>​   ​ [가죽공예지도사] 자격증 과정을 수강하고실제 후기 작성 후 소정의 상품권을 받습니다   ​  
 
 
",10,355,4,1,1520.2,6,text_ad,2021. 5. 7. 7:10
530,소가죽 으로 직접 만드는 가죽공예 일일체험 잠실새내 가죽공방... ,언블런 핸드메이드 잠실 가죽공방,https://blog.naver.com/ful0907?Redirect=Log&logNo=222176140998,"안녕하세요 ​일본에서 패션디자인과 가죽공예를 공부하고 ​지금은 잠실새내 가죽공방 에서 가죽공예를 교육하고 있습니다 언블런에서는 최고급 가죽만을 사용합니다​이테리 소가죽 ​프랑스산 램스킨​엄선된 가죽을 사용부자재 또한 최고급만을 사용합니다 .원하시는 날 시간에 예약이 가능!!​​#애플워치시계스트랩 ​가죽공예 일일체험으로 인기!!​질린 시계스트랩 교체!!​잠실 데이트코스로도 추천​커플 가죽공예 일일체험 ​가죽다이어리 만들기 클래스!사원증만들기 클래스가죽 필통 만들기 클래스!!​​최고급 가죽으로 직접 만드는​특별한 일일체험!!​일본식 정통 가죽공예 기법을 배워볼수가 있어요 ​문의​잠실 가죽공방 언블런 ​잠실동205-22 1층 주차가능 ​010-57610907 크리스마스 예약 받는중입니다#서울가죽공방 #가죽학원 #가죽공예원데이클래스#가죽공예일일체험 #시계스트랩교체  
",25,68,0,0,616.2,8,,2020. 12. 16. 23:57
531,[ 가죽공예 / 오뜨 가죽공방 원데이클래스 ] 남자 반지갑... ,ooitw (오뜨) 가죽공방,https://blog.naver.com/inkyung78?Redirect=Log&logNo=222168258538,"​​ooitw (오뜨) 가죽공방 _ 원데이클래스​​​​남자 반지갑 만들기​화요일 낮시간을 이용하여 공방에 찾아주셨습니다.처음에는 두분이서 오신다고 하셨다가 한분이 일이생겨혼자오신 수강생분지인분 선물로 제작한 남자반지갑입니다.​부테로 _ 다크네이비 & 그린 & 옐로우컬러를 사용 깔끔하게 완성하셨습니다.​​​​​바늘땀 정말 가지런하게 잘 나왔네요 :)3가지 컬러가 들어가 스티치 컬러를 신경써서고르셨는데 세가지다 잘어울리는 컬러로 잘 고르신것 같아요 ~!!​엄청 꼼꼼하게 잘 만드셔서손으로 하는일을 하시냐고 여쭤봤더니동시통역을 하고 있고 손으로 하는걸 좋아한다.시간 날때마다 배우는걸 좋아해서 하나씩 체험하고 있다는엄청 멋진 수강생분이랍니다.​​그린과 옐로우 조합이 너무 예쁘네요 :)​남자 반지갑​지인분에게 좋은 선물이 되셨길바랍니다.수고하셨습니다. (__)​​​​​오뜨 가죽공방, 염창역 가죽공방9호선 염창역(급행) 2번출구​가죽공예수업,정규수강,원데이클래스서울 강서구 공항대로81길 15  3층 301호TEL: 010-9443-7807 카톡ID:singcat2​​",10,88,0,0,172.0,9,,2020. 12. 10. 10:00
532,[가죽공예 : 가죽공방 담담 수강생 작품] 마스크 스트랩 _ 서울... ,가죽공방 담담,https://blog.naver.com/fishfantasy?Redirect=Log&logNo=222163962221,"​​이런게 필요할거라 생각해본 적도 없었죠? ㅜㅜ가죽공방 담담 토요일 수강생분께서 뚝딱 만드신 마스크 스트랩입니다.​​​​​아주 작고 가벼운 개고리를 기존 스트랩에서 떼어서 활용하셨습니다.​​​​​​요즘은 스마트폰만큼이나 매일 오래 사용하는게 이 마스크인 것 같아요.​그러다보니 분실을 방지하고 사용 편의를 위한 스트랩도 종류가 굉장히 많이 나왔더라고요.남은 가죽으로 후다닥 만드신걸 보니 스트랩 안쓰던 저도 괜히 사용하고 싶어졌어요.​​​​​언젠가 이거 보면서 ""그 때는 이런것도 썼었다""하며 웃으며 얘기할 날이 오겠죠?​그 때까지 잘~ 사용하세요 ^^​수고하셨습니다.​​​​​:: 왕십리 가죽공방 담담 ::​서울시 성동구 무학봉28길 9 창우빌딩 401호010-8803-6169​​#서울가죽공방 #성동구가죽공방 #왕십리가죽공방 #가죽공방 #가죽공예 #담담공방 #취미 #손바느질 #마스크스트랩  #가죽스트랩 
",3,81,0,0,86.6,24,,2020. 12. 6. 8:00
533,가죽공예ㅡ통가죽공예,꼼아토탈공예의 블로그,https://blog.naver.com/mhmash?Redirect=Log&logNo=222184165980,"가죽공예 ㅡ 통가죽공예스마트키 케이스문양 찍기와 염색을하여 세상에 하나뿐인 나만의 스마트키케이스 만들어보세요 ^^​#가죽공방 #단체수업 #레진공예 #마크라메 #방과후 #싹스돌 #양말목 #양말목공예 #양말목티매트 #양말인형 #진로체험 #토탈공예 #펠트공예 #통가죽공예 #체험행사 #블럭 #종이공예 #종이감기#양말목원데이 #양말목특강 #네임핀 #펠트네임핀 #냅킨공예#가죽가방 #가죽소품 #가죽크로스백 #블럭스피너 #마스크목걸이 #체인마스크줄#블럭선풍기 #블럭자가발전선풍기 #팬시우드 #우드마커스 #양말목원데이 #냅킨공예#양말목방석 #하와이안코드공예  #하와이안네트공예 #미니어쳐 #목공예 #목공공예 #업사이클링 #재활용공예 #새활용공예 #리사이클 #아트라이트#체인마스크목걸이 #손바느질 #바느질#업사이클링 #시니어공예 #자개공예#슈링클스 #마법종이​​​​​밴
",4,59,1,0,45.4,0,,2020. 12. 24. 16:55
534,가죽 공예 서울 공방 원데이 클래스 카드지갑 만들기,"구로 가죽공방,아뜰리에봄",https://blog.naver.com/kerin1010?Redirect=Log&logNo=222432682144,"ATELIER  BOM아뜰리에봄 가죽공방아뜰리에봄 가죽공방 원데이 클래스 아이템 심플 카드지갑입니다.원데이 클래스로 공방에 직접 오셔서 수강생분들이 직접 제작한 사진들입니다.이니셜 각인까지 직접 해보실수 있습니다. 내손으로 직접 만든 나만의 제품에 나만의 이니셜까지~가죽공예의 매력에 빠져보시는건 어떨까요?가죽공예 관심이 있지만 어떻게 시작해야할지 모르시는분들에게 원데이 클래스를 한번 경험해보시는것도 좋은것같아요. 가죽공예의 전과정을 체험해보실수 있는 좋은기회입니다.^^​소개해 드리는 베지터블 심플 카드지갑은이태리 최고급 베지터블가죽인 푸에블로 가죽으로 제작이 됩니다.최고급 가죽이니만큼 베지터블 가죽중에서도 최고가의 가죽으로,손재주가 없는 분들도 일명 가죽빨로 제품이 근사하게 완성이 됩니다. ^^베지터블가죽의 특징이 있는데요~ 바로 가죽태닝입니다.태닝은 사용할수록 가죽의 상태가 변합니다.해빛을 받으면 가죽의 색상이 진해지고, 가죽이 품고 있는 오일이 올라오면서 가죽표면에광이 생깁니다.사용자의 특성에 따라 전부 다르게 변합니다.나만의 가죽제품으로변하게 됩니다. ^^원데이 클래스는제품에 따라, 제작하는사람에 따라 제작시간이 좀 차이가 있습니다.소개해드리는 심플카드지갑은 2시간30분정도 예상이 됩니다.클래스 가격은 5만5천원으로 재료비와 수업료를 포함한 금액입니다.예약은 원하시는 날짜 3일전까지 예약을 주시면됩니다. 하루전예약, 당일예약은 전화문의 주시면 예약가능여부를 안내해드립니다.원데이 클래스는 체험수업으로 사전에 가죽 준비가 필요한 수업입니다.예약시 미리 색상을 선택해주셔야합니다. 클래스 예약은 네이버 스토어를 통해서 가능합니다.글 하단에  예약링크를 걸어둘께요. ​​베지터블  심플카드지갑 색상선택​​​​​​예약시 가죽색상을 선택해주시면되구요~공방에 오셔서 이니셜과 실색상은 직접 보시고 결정하실수 있습니다.​​아뜰리에봄 가죽공방 원데이 클래스 한타임 최대 인원은 4명 입니다.수업시 마스크는 꼭 바르게 착용해주시기 바랍니다.사회적 거리두기 4단계 격상으로 공방에서의 음료 섭취는 삼가부탁드립니다.​​원데이 클래스 예약은 하단의 링크를 클릭해주시면 됩니다.링크 클랙↓↓↓↓↓ 수업에 대한 문의사항은 네이버 톡톡으로 문의 주시면 안내해드리겠습니다.전화 010-2318-3954",16,196,2,0,72.0,3,,2021. 7. 15. 16:40
535,잠실 가죽공방 언블런 잠실데이트코스 가죽공예 일일체험,언블런 핸드메이드 잠실 가죽공방,https://blog.naver.com/ful0907?Redirect=Log&logNo=222150324862,"안녕하세요 ​일본에서 패션디자인과 가죽공예를 공부하고 ​지금은 잠실에서 가죽공예 교육을 하고 있는 언블런 입니다 ​​명함지갑 주문제작 입니다​원하시는 가죽색상과 실색을 보고 고르실수 있습니다 ​이니셜 각인 서비스 진행​간단한 키링도 선물로 같이 드립니다!!​​​​​잠실동 가죽공방 언블런에오시면 다양한 가죽들을 직접 보고고르실수가 있어요​가죽은이테리소가죽으로 100가지가 넘는 가죽들을 보유 했습니다​수제라 튼튼하고​고급집니다​미싱처럼 쉽게 끊어지거나그러지 않습니다..​이니셜 각인​선물로도 딱!!기성품과 다른 특별함!!.​물론가죽공예 원데이 클래스로도 가능 합니다​보통 커플분들이 오셔서​가죽공예 일일체험으로 많이 만들고 가십니다​잠실 데이트 코스로도 추천!!​오시면 이뿐 사진도 찍어드려요​보기좋습니다 ​훈훈​멋진 커플...​고생하셨습니다 ​#핸드메이드명함지갑​나만의특별한 수제 명함지갑 ​또는 누군가에게 선물할특별한주문제작​언블런잠실 가죽공방에서 최고급 소가죽과​좋은 재료들만 사용합니다!!​잠실동 205-22 1층 주차가능 ​언제든지 원데이 클래스 가능!!​문의​010-57610907.#가죽공예 #가죽공방#잠실가죽공방 #명함지갑주문제작#명함지갑만들기#명함지갑선물#언블런 
 
 
",20,87,5,0,616.4,9,,2020. 11. 21. 9:20
536,"안양, 인천, 시흥, 화성, 안산 가죽공예체험 안산가죽공방 안산공방",팍스팩토리 안산가죽공방,https://blog.naver.com/petstylish?Redirect=Log&logNo=222299400786,"팍 스 팩 토 리Park's Factory - Leather Craft -​가죽의 재단부터 바느질까지 모두 수작업으로 진행되며새들스티치 (Saddle Stitch) 방식의 손바느질로 제작/수강하고 있습니다.​​​​연인사이인 일일수강생 두분이 #이색데이트 겸 ​#커플에어팟케이스 를 만들려고 방문해주셨습니다.​#에어팟프로케이스 와 #에어팟2세대가죽 케이스를 만드셨습니다.​​​심플카드지갑 / 가죽키링 / 에어팟케이스 제품은4월~6월 말 까지 1+1 할인 이벤트 중입니다.(개당 30,000원 / 1+1 2개 50,000원)​- 교차 적용가능합니다. 예) 에어팟1개, 카드지갑1개 -​​​​​​​에어팟은 1세대, 2세대는 사이즈가 같아서케이스를 같이 사용이 가능하지만 프로 제품은사이즈 및 디자인이 변경되어 출시되었습니다.​가로 ​폭을 약간 넒어지고 높이는 낮아졌습니다.내부 공간 폭은 크게 차이는 없습니다.​​​​​​​​​가죽은 이태리 푸에블로 벨리 가죽을 선택하셨고, 네츄럴 색상으로 선택하셔서 만드셨습니다.​푸에블로 벨리 풀 베지터블 가죽은 사용감에따라 멋스럽게 에이징 (경년변화)되는 매력적인 가죽입니다.​컬러는 20가지 정도 준비되어 있습니다.​원하시는 컬러로 개성있게 만드실수 있으세요.​​​​​​​​​한 톤만 사용하셔도 되고 배색하셔서개성있게 만드실 수 있습니다.​스티치 (바느질 실) 색상도 본인 취향대로 선택이 가능합니다.​​​​​​​​​스냅버튼 및 하드웨어는 두분 다 엔틱 색상으로 선택하셨습니다.​총 제작시간은 2시간 정도 소요되었으며,마감은 자연스러운 토코놀로 마무리 하셨습니다.​​​​​​​​​​​​​​​​​​각인은 뒷면 하단에 불박각인 하셨습니다.​각인 및 핑거 스트랩은 포함이며별도의 추가금액은 없습니다.​​​(각인은 한 위치에 1번이 기본이며 다른 위치에 추가로 각인 하실경우에는 추가금이 있습니다)​각인은 영문 만 가능하며 폰트는필기체, 고딕체, 명조체 이렇게 준비되어 있어서본인 취향대로 선택하실수 있습니다.​( ＆, ♥ 등 특수문자는 고딕체 만 가능합니다.)​각인 위치는 정해져있지 않고원하시는 위치에 각인이 가능하세요.​​​​​​​​​#에어팟케이스만들기제작 난이도는 쉬운 편이라서가죽공예를 처음하시는 초보자분들도 쉽게 만들수 있습니다.​​​"" 브랜드 제품이나 타 공방 디자인 등은불가하며 디자인 변경은 제한되어 있습니다 ""​정성이 들어간 세상에 단 하나뿐인 제품을 만들어 보세요 :)​​​​​: 가죽공예 일일체험 안내 : ​: 가죽공예 취미반 , 정규과정 안내 :​팍 스 팩 토 리Park's Factory- Leather Craft - ​​가죽의 재단부터 바느질까지 모두 수작업으로 진행되며새들스티치 (Saddle Stitch) 방식의 손바느질로 제작/수강하고 있습니다.​​:: 경기 안산시 단원구 이삭2길 29, 2층 팍스팩토리 가죽공방 ::- 수강 및 예약문의 -010-2315-1996​카카오톡 채널 : 팍스팩토리카톡문의환영~",8,254,1,0,119.8,4,,2021. 4. 5. 17:28
